species,clan,gender,forename,surname,full_name,age,education,socio_economic_rank,disabilities,base_openness,base_conscientiousness,base_extraversion,base_agreeableness,base_neuroticism,refined_openness,refined_conscientiousness,refined_extraversion,refined_agreeableness,refined_neuroticism,motivation_academic_drive,motivation_values_based_motivation,motivation_career_focus,motivation_cultural_experience,motivation_personal_growth,motivation_social_connection,motivation_intellectual_curiosity,motivation_practical_skills,academic_year,student_id
Dwarf,slate,female,Ilka,Planeforge,Ilka Planeforge,18,academic,4,no_known_disabilities,0.6603891309808456,0.9323371311727479,0.3008108992482796,0.4201325384579055,0.5264859093766555,0.8603891309808456,0.95,0.4008108992482796,0.4201325384579055,0.5764859093766556,0.636923500206184,0.542272736344057,0.6920101974527575,0.4936404409764441,0.6019667073168995,0.4851112557199941,0.8073452151731789,0.8578232956027357,1046-47,399
Dwarf,bismuth,male,Calo,Ironglint,Calo Ironglint,18,academic,6,autistic_spectrum,0.8314637772517003,0.4597289182210209,0.7821936030081571,0.7284624644228327,0.608869178057243,1.0,0.6097289182210208,0.6821936030081571,0.7284624644228327,0.6588691780572431,0.907963977347996,0.6044251076795295,0.5207184903137887,0.905939599611238,0.9375821906848687,0.6769928773886577,0.8514956457334935,0.5125120171946512,1046-47,400
Dwarf,flint,female,Mira,Coaljaw,Mira Coaljaw,18,academic,3,no_known_disabilities,0.4817891526602517,0.7522944258052874,0.5946719924539925,0.5973256014406079,0.42942944011124645,0.6817891526602516,0.8022944258052873,0.6946719924539925,0.5973256014406079,0.47942944011124644,0.7261574064235876,0.6394472864309475,0.8076766539288953,0.7187240182076869,0.5594706146784345,0.6450493020333141,0.6732366353246013,0.9700752949922606,1046-47,401
Elf,holly,neuter,Arlin,Greenquill,Arlin Greenquill,18,academic,5,physical_disability,0.7126523933286786,0.811822884968157,0.5370497447792848,0.8406433134307454,0.5158965219834343,0.9126523933286785,0.861822884968157,0.6370497447792848,0.8406433134307454,0.6658965219834343,0.8717812960085947,0.9105741942359441,0.5650155976496642,0.700591643629627,0.8820734379950153,0.6491437369747362,0.8341193203256599,0.5421926037199802,1046-47,402
Dwarf,sandstone,male,Davi,Dealroot,Davi Dealroot,18,academic,5,no_known_disabilities,0.6296713339611153,0.6300238531775351,0.63783482122339,0.731188805150067,0.41962947674033946,0.8296713339611153,0.680023853177535,0.73783482122339,0.731188805150067,0.46962947674033945,0.7860613858631926,0.8108973099880106,0.6650891206411123,0.92910850412282,0.6941968635798266,0.7733256764781484,0.7098271709082156,0.5346049848828893,1046-47,403
Elf,palm,male,Kelren,Duneweaver,Kelren Duneweaver,18,vocational,5,no_known_disabilities,0.6593093665630742,0.509218861538998,0.8667423823870515,0.7341184666622471,0.5802179460253458,0.7593093665630741,0.5592188615389979,0.9667423823870515,0.7341184666622471,0.6302179460253459,0.50670412517169,0.8490597334736713,0.5795067921902577,0.929848889233605,0.8831043079974844,0.9300549026981808,0.797350374568279,0.5757113320767913,1046-47,404
Elf,holly,male,Vaelis,Greenquill,Vaelis Greenquill,18,academic,6,no_known_disabilities,0.7589658941940567,0.8645822557307868,0.32384149975634835,0.7482242154612361,0.408175492976474,0.9589658941940566,0.9145822557307868,0.4238414997563483,0.7482242154612361,0.458175492976474,0.7973905069760758,0.846767231050582,0.6581046247165762,0.7339473766431359,0.8589967356905059,0.7311973649468263,0.8994385997309076,0.8101296692980016,1046-47,405
Dwarf,slate,male,Morten,Rulestone,Morten Rulestone,18,vocational,3,no_known_disabilities,0.46167151760452196,0.717859595752207,0.41788593920543604,0.5533158003383729,0.6106640105224974,0.5616715176045219,0.767859595752207,0.517885939205436,0.5533158003383729,0.6606640105224975,0.6531073790333108,0.4660179625955987,0.7298012652900646,0.4545554737541663,0.594741268114328,0.5325166958794886,0.6243470453543264,0.9362124595690358,1046-47,406
Dwarf,flint,female,Skarna,Oregrind,Skarna Oregrind,18,vocational,2,requires_personal_care,0.6453469974761368,0.736683236430814,0.7399221931138518,0.4942747632812935,0.30108387976027157,0.8453469974761367,0.786683236430814,0.9399221931138517,0.4942747632812935,0.2510838797602716,0.562354531273061,0.5150255057515194,0.7044431288928747,0.6146679859366154,0.6742242762153549,0.8438931122482954,0.5511640953826867,0.8867181825312277,1046-47,407
Dwarf,flint,male,Karn,Cragburrow,Karn Cragburrow,18,no_qualifications,4,"physical_disability,blind_or_visually_impaired",0.6380324774116397,0.6102996513428559,0.7947692601756282,0.5595448004314114,0.47389183666020596,0.6880324774116396,0.5602996513428559,0.8947692601756282,0.5595448004314114,0.673891836660206,0.6168682730796863,0.5795006638745642,0.7547147054924563,0.4482452971256147,0.712881750070638,0.7057654894701898,0.6188541319695519,0.9455510481424249,1046-47,408
Elf,yew,female,Yselyn,Everjudged,Yselyn Everjudged,18,academic,8,no_known_disabilities,0.5484828741786092,0.7516530201702439,0.552652254439152,0.337256232947837,0.5814354991790107,0.6984828741786092,0.8016530201702439,0.6026522544391519,0.337256232947837,0.7314354991790107,0.8240242344268405,0.780553552703131,0.752491188056255,0.7844220427618699,0.6979329526566392,0.6246757647899296,0.6723878137972412,0.5435783843834934,1046-47,409
Dwarf,malachite,neuter,Lomni,Steelshaper,Lomni Steelshaper,18,academic,4,adhd,0.8151872044411712,0.7328217177706597,0.6821744610205893,0.8699679160898302,0.3044228233703107,1.0,0.6328217177706597,0.8821744610205893,0.8699679160898302,0.45442282337031065,0.904061184556614,0.8715439929174599,0.5572495270525122,0.8570723605378047,0.8291822301525368,0.7818871110062074,0.8724530457459753,0.8561203237461744,1046-47,410
Elf,ash,male,Corven,Wakesoot,Corven Wakesoot,18,vocational,5,no_known_disabilities,0.7201249383512482,0.6914752956190967,0.7657285082337859,0.5269865465259509,0.6321775170416646,0.8201249383512482,0.7414752956190966,0.8657285082337859,0.5269865465259509,0.6821775170416646,0.6413745733825832,0.7306310514619033,0.7260978618039662,0.6728795614589373,0.9683489495061819,0.5962577637249757,0.8550652394782817,0.7896702883247942,1046-47,411
Dwarf,flint,female,Tilda,Faultbar,Tilda Faultbar,18,vocational,5,adhd,0.6238571449951913,0.8970495636766216,0.7999450158088034,0.46004392448079945,0.5479667390358294,0.8238571449951912,0.7970495636766215,0.9999450158088034,0.46004392448079945,0.6979667390358294,0.4362910069307684,0.7768264430069161,0.8856746165114315,0.6203663742653909,0.7055792044500263,0.761499665301927,0.5117941834303642,0.8629922997746575,1046-47,412
Elf,holly,male,Halion,Greenquill,Halion Greenquill,18,academic,4,no_known_disabilities,0.6555804527093204,0.7888290660813386,0.401267176068135,0.7497797023946251,0.5024042524735558,0.8555804527093204,0.8388290660813386,0.501267176068135,0.7497797023946251,0.5524042524735558,0.8375891932714755,0.8326797448422851,0.5678255515431738,0.6500762380825788,0.8844862045399733,0.7517217873192735,0.9351253245292444,0.8038917777685493,1046-47,413
Elf,baobab,male,Arivor,Hushbough,Arivor Hushbough,18,academic,7,adhd,0.516786758124388,0.9327948666906788,0.5445464006242593,0.50924184959274,0.2156730991087892,0.7667867581243879,0.7827948666906787,0.6945464006242592,0.50924184959274,0.46567309910878923,0.6964147604631,0.5787562774964632,0.9275207472351538,0.45100274376640564,0.7997125074410906,0.5054951793560198,0.7429372709135684,0.5797747185210349,1046-47,414
Dwarf,slate,neuter,Lorn,Truelock,Lorn Truelock,18,academic,5,no_known_disabilities,0.40033858675809486,0.923559457408882,0.2933135959253917,0.4934486274182806,0.46842665943098183,0.6003385867580948,0.95,0.3933135959253917,0.4934486274182806,0.5184266594309819,0.8226160142976028,0.5668858524608488,0.6975613461190625,0.36658708299378806,0.55081825308747,0.41672258150964436,0.5506961626030605,0.907372461889284,1046-47,415
Dwarf,sandstone,male,Jostin,Sandfellow,Jostin Sandfellow,18,no_qualifications,5,no_known_disabilities,0.8815136211252184,0.6915114588711824,0.7092474594551648,0.7348440476024747,0.4581575678216111,0.9315136211252183,0.6415114588711823,0.8092474594551647,0.7348440476024747,0.5581575678216112,0.6268693230058491,0.6799128305045895,0.6792495976544934,0.8562846591415201,0.648520948995655,0.8725176273131958,0.7208909816778423,0.6734951748984219,1046-47,416
Elf,yew,female,Ithira,Linejudge,Ithira Linejudge,18,academic,4,no_known_disabilities,0.5322061923938299,0.8743049152021474,0.46221961534874095,0.5778437241811757,0.3647058941729612,0.7322061923938299,0.9243049152021473,0.562219615348741,0.5778437241811757,0.41470589417296116,0.6949324197027346,0.7569012400626892,0.9167487892999194,0.704788250445727,0.7933375132038325,0.5088871026835224,0.6305469472093068,0.7214477927179738,1046-47,417
Dwarf,slate,female,Kilda,Planeforge,Kilda Planeforge,18,academic,2,no_known_disabilities,0.48191164986587426,0.9271237168633235,0.3393600753974292,0.5272466827357051,0.6549259146802997,0.7819116498658742,0.95,0.5393600753974291,0.5272466827357051,0.6049259146802998,0.5472210375934674,0.6477706762127311,0.7775852329006823,0.49794748505004893,0.7297215531234963,0.43336950523214607,0.5628747314443119,0.8604230335707237,1046-47,418
Elf,holly,female,Yselda,Tomeflower,Yselda Tomeflower,18,academic,7,no_known_disabilities,0.713442401203134,0.7063809611392783,0.5181793975778248,0.8493036181457008,0.33750410703474293,0.8634424012031339,0.7563809611392782,0.5681793975778249,0.8493036181457008,0.48750410703474295,0.8922184406788471,0.785705871475701,0.5790784019177638,0.7398378587257114,0.7391984670330423,0.7875983410145267,0.7452130826327812,0.6223704773589188,1046-47,419
Dwarf,alabaster,male,Harnel,Gracestone,Harnel Gracestone,18,no_qualifications,3,"deaf_or_hearing_impaired,wheelchair_user",0.5603234563381616,0.7721741207226496,0.2791900210206778,0.684293170163854,0.5238858688301034,0.6103234563381615,0.7221741207226495,0.3791900210206778,0.684293170163854,0.6238858688301034,0.6318662366995732,0.7927539190879389,0.4930157115617691,0.6208315816329985,0.6430474774275565,0.6074598228401864,0.7152292541354963,0.6383318053321831,1046-47,420
Elf,yew,male,Oloran,Thorncounsel,Oloran Thorncounsel,18,academic,8,no_known_disabilities,0.5143775527868072,0.8774740272178059,0.5746602702271862,0.35943261440147223,0.31471765612387936,0.6643775527868072,0.9274740272178058,0.6246602702271862,0.35943261440147223,0.46471765612387933,0.7916736914925903,0.5907509726213188,0.8514383659843714,0.5858156196778377,0.7557261970861924,0.6053998970170574,0.7910390168697937,0.6438215536992187,1046-47,421
Elf,yew,neuter,Saenil,Gravethorn,Saenil Gravethorn,18,academic,6,no_known_disabilities,0.7846390137675979,0.789289397394057,0.5955594843001563,0.5228559693343189,0.3068706484394737,0.9846390137675979,0.839289397394057,0.6955594843001562,0.5228559693343189,0.3568706484394737,0.7906226500270689,0.797232985753755,0.8338687729573415,0.6920530738920263,0.6930187294304032,0.7155859742043558,0.7855792737398393,0.7394861218437149,1046-47,422
Dwarf,slate,female,Thernis,Scrivenstone,Thernis Scrivenstone,18,academic,3,no_known_disabilities,0.5951664936436718,0.798716630786073,0.3825152650449577,0.41205960737736297,0.6285687376563719,0.7951664936436718,0.848716630786073,0.4825152650449577,0.41205960737736297,0.6785687376563719,0.6412876048482478,0.39936671335237905,0.7833908792166225,0.3920927007905512,0.6156175810171267,0.571393014355881,0.6803617041014248,0.8752237527652698,1046-47,423
Dwarf,flint,female,Brena,Tunnelbrace,Brena Tunnelbrace,18,vocational,2,no_known_disabilities,0.6173832472429348,0.8399844444877147,0.7942753184536496,0.5794886110240318,0.5210739595912548,0.8173832472429348,0.8899844444877146,0.9942753184536496,0.5794886110240318,0.4710739595912548,0.5780417638179718,0.6896448426488823,0.7663339818300475,0.6030579491848201,0.5549936376621892,0.6066597774503809,0.5280301325569436,0.9019004935376574,1046-47,424
Dwarf,slate,female,Avelda,Linevault,Avelda Linevault,18,academic,5,no_known_disabilities,0.5296308692234885,0.837975304623793,0.44996653141145015,0.6407081652947433,0.4300129853290034,0.7296308692234884,0.8879753046237929,0.5499665314114501,0.6407081652947433,0.4800129853290034,0.5826639770005375,0.6814738979934813,0.7542551170099006,0.4904029913047298,0.7919374877115455,0.3949705676842651,0.5775111857946943,0.9056602735852974,1046-47,425
Dwarf,alabaster,female,Tirra,Mildclasp,Tirra Mildclasp,18,vocational,3,no_known_disabilities,0.5000722009228706,0.7416421204039474,0.2990637010178438,0.6960623952464872,0.5149188436403402,0.6000722009228706,0.7916421204039473,0.39906370101784383,0.6960623952464872,0.5649188436403403,0.6544331924460347,0.8164154147167245,0.572160510035579,0.7155449554373309,0.8039946621817055,0.6768954761832594,0.6912140614111609,0.5401432134174315,1046-47,426
Elf,holly,female,Solenya,Birchquorum,Solenya Birchquorum,18,no_qualifications,4,autistic_spectrum,0.6868142170817084,0.8603617906886774,0.3557856294002414,0.6908131707372813,0.44581352234496874,0.7368142170817084,0.9103617906886773,0.2557856294002414,0.6908131707372813,0.5458135223449687,0.8328044469894244,0.7623352285941097,0.619302618624343,0.7626740196712193,0.82790182456707,0.6327083370836352,0.7733607434549585,0.7687165009369837,1046-47,427
Dwarf,flint,female,Enna,Coaljaw,Enna Coaljaw,18,vocational,4,other_neurodivergence,0.666031752562728,0.8195712597039095,0.6682781738132784,0.3673275667486599,0.45306804815975843,0.7660317525627279,0.8695712597039095,0.7682781738132783,0.3673275667486599,0.5030680481597585,0.6470050335923314,0.6888619070637985,0.7345510702905002,0.6448653773175005,0.7958252660139804,0.626599864944315,0.7100698831207588,0.8389943641552065,1046-47,428
Dwarf,granite,female,Strilda,Stormhall,Strilda Stormhall,18,academic,1,mental_health_disability,0.5333274762698956,0.946492357848884,0.46489869104988124,0.4422399736629071,0.35621113461188403,0.7333274762698956,0.8964923578488839,0.46489869104988124,0.4422399736629071,0.6562111346118841,0.5779358900188433,0.7359021683732578,0.7377668931030509,0.5150342741886216,0.7082437269673643,0.4665757486484014,0.5860509369075094,0.6840906771840848,1046-47,429
Dwarf,sandstone,neuter,Remi,Hearthcrosser,Remi Hearthcrosser,18,vocational,8,mental_health_disability,0.676971967797014,0.5799379464939485,0.7212576402560043,0.810556653195186,0.21164135720928356,0.6269719677970139,0.5299379464939484,0.5712576402560043,0.810556653195186,0.6016413572092836,0.6826143284981142,0.7690132636015798,0.6391303208344811,0.8572174761605547,0.6768998855654281,0.8222580432799429,0.7315243135744605,0.5975152826633645,1046-47,430
Dwarf,obsidian,male,Daineth,Starliturn,Daineth Starliturn,18,academic,5,no_known_disabilities,0.9207785717685799,0.7398423443873443,0.36267222960687806,0.6842819486214715,0.5646808693558729,1.0,0.7898423443873442,0.46267222960687804,0.6842819486214715,0.614680869355873,0.9537641149497151,0.7375353167344761,0.44787049141220775,0.8283982863128982,0.9311218423723653,0.6119115029689594,0.8837933337793817,0.3788665449533669,1046-47,431
Elf,yew,male,Aerthorn,Oathbarrow,Aerthorn Oathbarrow,18,vocational,7,no_known_disabilities,0.7311313424374936,0.9053187943215423,0.6096264366647626,0.5076539200631226,0.45187177997914735,0.7811313424374935,0.95,0.6596264366647625,0.5076539200631226,0.6018717799791474,0.6921840220946768,0.6755996107246283,0.7590202796164556,0.5579642378897316,0.6731314671626855,0.6760533330375891,0.7672621839150905,0.7772062768895244,1046-47,432
Dwarf,alabaster,female,Lira,Homehewer,Lira Homehewer,18,vocational,5,dyslexia,0.6494635060136731,0.7678491878789719,0.4415286507872268,0.7910162535409175,0.6656221968800592,0.7494635060136731,0.7678491878789718,0.5415286507872268,0.7910162535409175,0.7656221968800593,0.7995468938481998,0.7537589052193018,0.6671289994095547,0.6242977518323132,0.7435938949144508,0.711945288950007,0.7575571233485915,0.6489243140713163,1046-47,433
Dwarf,slate,neuter,Peln,Measurine,Peln Measurine,18,academic,6,no_known_disabilities,0.4112718657533831,0.8230641015947361,0.4695336602432549,0.4571350466822557,0.6947777416031763,0.6112718657533831,0.873064101594736,0.5695336602432549,0.4571350466822557,0.7447777416031763,0.6704196667251694,0.40232526576851585,0.6307375825296182,0.5627414422711398,0.6934304550219554,0.4641062896453789,0.7944328116168634,0.8632736640488003,1046-47,434
Dwarf,obsidian,neuter,Kaelen,Veilwhisper,Kaelen Veilwhisper,18,academic,5,no_known_disabilities,0.9345636444287926,0.6037229145180478,0.3516983707022175,0.6460658325051614,0.4005650054478025,1.0,0.6537229145180478,0.4516983707022175,0.6460658325051614,0.4505650054478025,0.9366957564492239,0.8287590402008121,0.4108385451557787,0.7999201756243607,0.8659896174744026,0.43023125293634235,0.940843720396923,0.6104284477593952,1046-47,435
Dwarf,sandstone,female,Velna,Rambleforge,Velna Rambleforge,18,academic,2,no_known_disabilities,0.6622431982969412,0.5786393151336285,0.7297442191254363,0.6366130686089438,0.2236200104790445,0.9622431982969412,0.6286393151336285,0.9297442191254363,0.6366130686089438,0.17362001047904452,0.7028489856052693,0.6503074506093255,0.5082052213834061,0.836663568239825,0.7427986107409428,0.7798611230319042,0.7446574210007353,0.6144096890841435,1046-47,436
Dwarf,flint,male,Bolrik,Cragburrow,Bolrik Cragburrow,18,vocational,4,no_known_disabilities,0.5298252607332998,0.706889014665557,0.6174895867861452,0.5411282084641439,0.5658994974742098,0.6298252607332998,0.7568890146655569,0.7174895867861452,0.5411282084641439,0.6158994974742098,0.6063050033446692,0.6945989347381012,0.6256794350284162,0.7238248054241521,0.6221583991146726,0.5402117527515834,0.6686794785059845,0.9746417033484025,1046-47,437
Elf,baobab,male,Vaeren,Bloomthrone,Vaeren Bloomthrone,18,academic,8,no_known_disabilities,0.7300171588862603,0.9006065342501113,0.4148754911572007,0.4631920736929438,0.35451810372736087,0.8800171588862602,0.95,0.4648754911572007,0.4631920736929438,0.504518103727361,0.6823698038906575,0.5674115354204234,0.8578275841687303,0.4851333796408247,0.7613477029637071,0.4602280803079968,0.7734342911831206,0.634577931829236,1046-47,438
Elf,baobab,male,Daevor,Bloomthrone,Daevor Bloomthrone,18,academic,2,physical_disability,0.5165143888982643,0.8423090376326838,0.6068629550972794,0.5720049415944877,0.4876394786572239,0.8165143888982642,0.8923090376326838,0.8068629550972793,0.5720049415944877,0.537639478657224,0.7141717777567063,0.6010210891497467,0.8836340974078121,0.5499893436411115,0.7481237820378297,0.5238053964773127,0.77196414698773,0.5829512363316967,1046-47,439
Dwarf,granite,male,Rodrik,Pikehold,Rodrik Pikehold,18,no_qualifications,7,no_known_disabilities,0.47641642975404463,0.834411798685191,0.5935411122457774,0.5004568643728636,0.4758676588439855,0.47641642975404463,0.784411798685191,0.6435411122457774,0.5004568643728636,0.6758676588439856,0.5612226888027991,0.7103631782269355,0.7373630687869639,0.42533347449330966,0.6351631588845631,0.6689424508408712,0.6252362207981386,0.7487264969134793,1046-47,440
Dwarf,granite,female,Murna,Fortbinding,Murna Fortbinding,18,academic,2,no_known_disabilities,0.4280660087127498,0.8580155352322523,0.629677019137318,0.6651361186780433,0.40981128704329306,0.7280660087127497,0.9080155352322522,0.829677019137318,0.6651361186780433,0.35981128704329307,0.48120399892082416,0.7860426411982129,0.8389409043291924,0.6186800176069743,0.7856183351506025,0.6360779985313469,0.6201533988330835,0.6834343940016069,1046-47,441
Dwarf,alabaster,female,Doma,Greyfold,Doma Greyfold,18,vocational,4,"adhd,requires_personal_care",0.7581469828389946,0.5051444462055084,0.2877913045166527,0.7272156555643476,0.553170924884586,0.9581469828389946,0.4051444462055083,0.48779130451665265,0.7272156555643476,0.703170924884586,0.7263775526137516,0.7508873990426577,0.5283850356443761,0.6428440935837249,0.6571351914049925,0.7654178613303014,0.654848249583395,0.5864918324657108,1046-47,442
Dwarf,flint,male,Karn,Flintroot,Karn Flintroot,18,vocational,1,mental_health_disability,0.5538882244777718,0.6738711303618629,0.7591089377008077,0.39414563409814846,0.3735459088654594,0.6538882244777717,0.6238711303618628,0.7591089377008076,0.39414563409814846,0.6035459088654594,0.6293295422124112,0.4981449988067078,0.6131234585453673,0.58329800812019,0.6606647393167837,0.6588083553669762,0.5060919509994799,0.9603829210082322,1046-47,443
Dwarf,alabaster,male,Darel,Emberlin,Darel Emberlin,18,vocational,5,mental_health_disability,0.7754908226029319,0.7574839168567866,0.2597132917461057,0.8626987871728541,0.46275583902425277,0.7754908226029319,0.7074839168567866,0.15971329174610568,0.8626987871728541,0.8127558390242529,0.7558739452254187,0.8936381056201189,0.6977347638061122,0.5578750099552983,0.7059770672835232,0.7347994211797055,0.7889233609140691,0.6081871038858374,1046-47,444
Dwarf,flint,female,Ulfa,Cragburrow,Ulfa Cragburrow,18,no_qualifications,6,no_known_disabilities,0.5718659803539718,0.7753054250946338,0.6108816323585806,0.4057555383016365,0.5005765255674839,0.6218659803539718,0.7253054250946338,0.7108816323585806,0.4057555383016365,0.600576525567484,0.717249058596294,0.5942362789347515,0.7229013300571403,0.6056500856103025,0.5944908138820042,0.730659608775078,0.45804168922054894,0.8387343404131865,1046-47,445
Dwarf,alabaster,female,Yana,Lightburrow,Yana Lightburrow,18,vocational,2,no_known_disabilities,0.5453104977490778,0.5934327572996897,0.44007026417994877,0.7569694583596596,0.4564445045639667,0.7453104977490778,0.6434327572996896,0.6400702641799487,0.7569694583596596,0.4064445045639667,0.6746229512134054,0.7575492847041848,0.44941740330512303,0.7796329459554054,0.7768281870409273,0.7135360946272632,0.6795053353933385,0.6176272283927523,1046-47,446
Dwarf,alabaster,female,Yana,Kindgrip,Yana Kindgrip,23,vocational,1,no_known_disabilities,0.6656803257350804,0.7137087990328458,0.345361544337694,0.6673705857830254,0.5611833539645343,0.7156803257350803,0.9137087990328457,0.39536154433769405,0.6673705857830254,0.41118335396453437,0.7489995659195755,0.7342025330899963,0.6985098439877179,0.6530168710408913,0.6942347889567609,0.7154496334675238,0.7563356248069034,0.504577255012375,1046-47,447
Elf,yew,female,Nyssra,Thorncounsel,Nyssra Thorncounsel,18,academic,6,no_known_disabilities,0.789637453531941,0.9023203160928582,0.6821045133010575,0.342181741222958,0.321353039659103,0.989637453531941,0.95,0.7821045133010575,0.342181741222958,0.371353039659103,0.7120495671400663,0.5844821479191618,0.7840887415323864,0.6466574709451741,0.7276533759979213,0.5677660482231248,0.750500510280211,0.752732105755439,1046-47,448
Elf,baobab,male,Olyrion,Regalspore,Olyrion Regalspore,18,academic,8,no_known_disabilities,0.6283103512457716,0.9052399024849396,0.5303807106153975,0.4253208583534688,0.42806168735874806,0.7783103512457715,0.95,0.5803807106153975,0.4253208583534688,0.5780616873587481,0.6842278699467743,0.5861969473090579,0.9517742196236904,0.5326576721810985,0.7645215838087873,0.5256248176683926,0.7963023926682536,0.5019121679523205,1046-47,449
Dwarf,granite,male,Olgrik,Bastionhold,Olgrik Bastionhold,18,academic,6,dyslexia,0.5027372890883955,0.8622035231248679,0.43722906283290475,0.5259722643095402,0.25826987890867453,0.7027372890883955,0.8622035231248678,0.5372290628329047,0.5259722643095402,0.3582698789086745,0.5674287397812712,0.6176660499455842,0.907437921599234,0.598295751422373,0.7256035357833193,0.544090664722898,0.448131570791896,0.794369976027982,1046-47,450
Dwarf,malachite,male,Drogan,Alloycloak,Drogan Alloycloak,18,academic,7,adhd,0.7269340292987359,0.7343043079025164,0.4481546245842074,0.6230731916206004,0.261528126117083,0.9769340292987357,0.6343043079025164,0.5981546245842074,0.6230731916206004,0.511528126117083,0.81602619917312,0.9231066271963339,0.6881731276856402,0.8368070373698444,0.8547147589299943,0.7121171354115485,0.800829096030441,0.9538004055196453,1046-47,451
Dwarf,granite,female,Astri,Ironroot,Astri Ironroot,18,academic,5,no_known_disabilities,0.46838265445686367,0.8506633642240378,0.42149518426944543,0.6830510606899717,0.43200593404502885,0.6683826544568636,0.9006633642240377,0.5214951842694454,0.6830510606899717,0.48200593404502884,0.6752400505985738,0.6847946497185248,0.8383016861709303,0.5326047954792463,0.7835509007527347,0.6528857493626046,0.5993309738767542,0.7177449724991811,1046-47,452
Dwarf,obsidian,neuter,Aurel,Nightmantle,Aurel Nightmantle,18,academic,8,adhd,0.8940291496033751,0.7294955287781884,0.39966832921988515,0.5233968090469809,0.48085342403590525,1.0,0.6294955287781883,0.5496683292198852,0.5233968090469809,0.7308534240359053,0.8808583668723099,0.8610086464768932,0.6371817480737038,0.7860346215007015,0.9782167519443369,0.686732381385294,0.9369974980678126,0.38419022504464256,1046-47,453
Dwarf,obsidian,male,Daineth,Cryptscroll,Daineth Cryptscroll,18,academic,8,no_known_disabilities,0.8707403983855162,0.6753237072088036,0.449901073118716,0.6240240317537782,0.4688000341968999,1.0,0.7253237072088036,0.499901073118716,0.6240240317537782,0.6188000341969,0.8514451722827872,0.8500817441607594,0.49298155913942704,0.816407473006766,0.8625586199663365,0.6319317091774548,0.864990535985293,0.586889141789173,1046-47,454
Dwarf,sandstone,male,Garril,Rivermason,Garril Rivermason,18,academic,3,dyslexia,0.8842568941653715,0.5123809242123866,0.8756558567649313,0.782724496506304,0.44219429023071566,1.0,0.5123809242123866,0.9756558567649313,0.782724496506304,0.5421942902307156,0.7339965240188342,0.6450703499284621,0.6786808857655322,0.8681362230682114,0.7987724289771998,0.7755734319293636,0.7841439051414096,0.572135897704076,1046-47,455
Dwarf,malachite,female,Belga,Copperlash,Belga Copperlash,18,academic,5,adhd,0.6300054270072967,0.8729775066548904,0.4087119706627658,0.7853221501874994,0.2422123492476723,0.9300054270072966,0.7729775066548903,0.6087119706627658,0.7853221501874994,0.3922123492476723,0.7762855598042202,0.8435537081795026,0.6751486216640766,0.6754841068308124,0.8620752160105083,0.6794192797840458,0.7881962196317663,0.9232180165893046,1046-47,456
Dwarf,alabaster,male,Halem,Greyfold,Halem Greyfold,18,no_qualifications,1,"adhd,communication_difficulties",0.6677183863295755,0.7008495729652084,0.20800794757605628,0.7397615186723026,0.41730498537506316,0.9177183863295754,0.5008495729652084,0.35800794757605636,0.7397615186723026,0.6173049853750633,0.778962928036219,0.7354120827732835,0.5791316683631933,0.7053862084798627,0.6489067219050639,0.6885052101401024,0.7636759008949424,0.45747290955715303,1046-47,457
Dwarf,sandstone,male,Rodan,Guildmark,Rodan Guildmark,18,no_qualifications,5,mental_health_disability,0.6799978975164603,0.7954597821034528,0.8733407310390251,0.6086978234996939,0.43121858459196977,0.6299978975164603,0.6454597821034528,0.7733407310390251,0.6086978234996939,0.7712185845919699,0.7259812662446634,0.7810309739434592,0.6981487091493512,0.7688606842459371,0.7137855912964949,0.8634450426327989,0.6624933356519136,0.6946878371854276,1046-47,458
Dwarf,flint,female,Kelza,Hardfall,Kelza Hardfall,18,academic,1,no_known_disabilities,0.5479586559363787,0.6895766268864878,0.5476895282067892,0.31420499319805184,0.3587936167475003,0.8479586559363786,0.7395766268864877,0.7476895282067891,0.31420499319805184,0.30879361674750033,0.5781148704693855,0.4845906361521381,0.8140337895859572,0.5742873956021265,0.6880515750827773,0.5890038258445596,0.600330534111869,0.9708306486513719,1046-47,459
Dwarf,flint,female,Enna,Gravelhack,Enna Gravelhack,18,vocational,1,no_known_disabilities,0.6454329354232502,0.8738576069893162,0.560664526237692,0.4628849813844338,0.4910696916496441,0.8454329354232502,0.9238576069893162,0.760664526237692,0.4628849813844338,0.4410696916496441,0.7005963704615766,0.5255714976073556,0.6933265494522386,0.5695380140203136,0.7942957361683077,0.8077314471449394,0.7323606794204133,0.9862647836677098,1046-47,460
Dwarf,malachite,female,Elda,Smeltlash,Elda Smeltlash,18,academic,7,dyslexia,0.8677968586006441,0.7467086015736457,0.5858992454859125,0.875208595519583,0.3391195207793962,1.0,0.7467086015736456,0.6358992454859125,0.875208595519583,0.5391195207793963,0.778977556739065,0.8424990040857085,0.6157383748560254,0.696132249099668,0.9015692585864943,0.7418298511950209,0.9347205335955836,0.9421191137472249,1046-47,461
